species,p_value,mean_control,mean_diseased,direction,q_value,log2FC
Streptococcus_oralis,0.034857087101444084,5.0400001350573596e-06,2.4079987068780476e-05,1,0.8739754990351924,2.0539161173654756
Eubacterium_infirmum,0.0211339281291611,0.0006419836600975095,0.0002190544348620531,-1,0.8739754990351924,-1.546921628004149
Prevotella_scopos,0.8085426673079654,0.00014477240719023342,0.00027243791769187144,1,1.0,0.9074956534237743
Methanobrevibacter_wolinii,,0.0,0.0,0,,0.0
Streptococcus_australis,1.0,4.2999977534141425e-06,4.0399954825202745e-06,-1,1.0,-0.07256930753969766
Undibacterium_oligocarboniphilum,,0.0,0.0,0,,0.0
Lelliottia_amnigena,,0.0,0.0,0,,0.0
Helianthus_annuus,,0.0,0.0,0,,0.0
Novosphingobium_aromaticivorans,,0.0,1.2494932198525441e-05,1,,3.754345823296659
Gemella_sanguinis,0.6231762238821174,0.0037399235096071287,0.0073484852200539855,1,0.9408951747733857,0.9742487352993209
Soonwooa_buanensis,0.8182294443658906,0.00015363889276740305,0.0006881502508063384,1,1.0,2.15591534551213
Syntrophomonas_palmitatica,1.0,1.9500021032459446e-06,3.380000375115149e-06,1,1.0,0.5702150103179943
Actinomyces_bowdenii,,0.0,1.7299979993673419e-06,1,,1.448899893890962
Streptococcus_anginosus,0.3067609561706547,0.00021131888130822206,0.00012747773149837915,-1,0.9259233075708606,-0.7247143495323463
Meiothermus_silvanus,,0.0,0.0,0,,0.0
Streptococcus_sanguinis,0.47267559351158717,0.01563664239500901,0.025543555844677195,1,0.9300008847860473,0.7079928296256857
Atopobium_rimae,0.1618146063370115,0.0006230900116504186,0.0008390954579240815,1,0.8739754990351924,0.4287991449669261
Actinomyces_denticolens,,2.2899976704790305e-06,0.0,-1,,-1.718086562443939
Acinetobacter_lwoffii,,0.0,0.0,0,,0.0
Myroides_phaeus,,0.0,0.0,0,,0.0
Clostridium_ultunense,0.5036312588983317,2.690001571082503e-06,7.419995857635424e-06,1,0.9300008847860473,1.1901980929943596
Clostridium_glycolicum,,0.0,0.0,0,,0.0
Eubacterium_cylindroides,,0.0,0.0,0,,0.0
Denitrobacterium_detoxificans,1.0,2.690001571082503e-06,2.4200018637925067e-06,-1,1.0,-0.10962431920395745
Campylobacter_lanienae,,0.0,1.5600010310826822e-06,1,,1.3561443912946398
Bacillus_thuringiensis,,0.0,0.0,0,,0.0
Kingella_denitrificans,0.969838641404833,0.0006298831105465603,0.001948909913671426,1,1.0,1.627962838795962
Dialister_invisus,0.8501067391385259,0.0018374544318219767,0.0023084078586077727,1,1.0,0.3290295681385702
Thermus_thermophilus,,0.0,4.850003735286635e-06,1,,2.5484375458717317
Acholeplasma_axanthum,,0.0,0.0,0,,0.0
Methylobacterium_adhaesivum,,0.0,0.0,0,,0.0
Veillonella_dispar,0.5205228832757727,0.017108554834846548,0.038096815678999654,1,0.9300008847860473,1.154906060285478
Micrococcus_luteus,,0.0,3.4599959987346838e-06,1,,2.157042415838805
Peptoniphilus_harei,,0.0,0.0,0,,0.0
Prevotella_amnii,,0.0,1.3520823570551828e-05,1,,3.8600513751808143
Synergistes_jonesii,0.8711511457711205,1.9775278858398185e-05,9.13000629960609e-06,-1,1.0,-1.0362327705372658
Duganella_nigrescens,,0.0,0.0,0,,0.0
Brevibacterium_casei,,0.0,0.0,0,,0.0
Dichelobacter_nodosus,,0.0,0.0,0,,0.0
Sutterella_wadsworthensis,,0.0,0.0,0,,0.0
Dialister_succinatiphilus,1.0,4.2999977534141425e-06,2.3000399710605255e-05,1,1.0,2.178994779902057
Enterococcus_sulfureus,,0.0,0.0,0,,0.0
Cellvibrio_fulvus,,0.0,0.0,0,,0.0
Methanobrevibacter_oralis,,0.0,0.0,0,,0.0
Chthoniobacter_flavus,,0.0,1.5600010310826822e-06,1,,1.3561443912946398
Erwinia_rhapontici,,0.0,0.0,0,,0.0
Propionibacterium_acidipropionici,,0.0,0.0,0,,0.0
Atopobium_vaginae,0.5036312588983317,2.790001823768393e-06,3.196304852221212e-05,1,0.9300008847860473,3.120579225741357
Actinobacillus_pleuropneumoniae,,0.0,2.4200018637925067e-06,1,,1.7739971113344113
Azospira_oryzae,,0.0,0.0,0,,0.0
Rothia_mucilaginosa,0.6231762238821174,0.07800208999289768,0.08570067820652687,1,0.9408951747733857,0.13579217977536856
Eubacterium_minutum,0.5842485531772132,1.6420808487373223e-05,3.087164666495174e-05,1,0.9375964805478633,0.8714619786749975
Neisseria_flavescens,0.7913367801006604,0.023531184442745403,0.026535035641842487,1,1.0,0.17331760589624587
Elusimicrobium_minutum,,0.0,0.0,0,,0.0
Clostridium_aminobutyricum,0.06254128696758936,0.0001325834726410572,4.343934230481893e-05,-1,0.8739754990351924,-1.5878321538350813
Pedobacter_boryungensis,,0.0,1.5600010310826822e-06,1,,1.3561443912946398
Catonella_morbi,0.21229383619233155,0.009321319565791648,0.00512229430958395,-1,0.8739754990351924,-0.8636171984596903
Prevotella_intermedia,0.7337299956962472,0.016741987561100576,0.012185650567458474,-1,0.9686681716580997,-0.45825531659845475
Actinobaculum_massiliense,0.33046445910149613,2.7399996408096106e-06,9.05000597336443e-06,1,0.9300008847860473,1.4260863222220321
Uruburuella_suis,,2.2499983112889665e-06,0.0,-1,,-1.7004389685116565
Granulicatella_adiacens,0.5624049275942742,2.4190005512594156e-05,2.8145914073838944e-05,1,0.9375964805478633,0.21044221034771135
Roseomonas_vinacea,,0.0,0.0,0,,0.0
Lactobacillus_tucceti,,0.0,0.0,0,,0.0
Streptococcus_salivarius,0.2795593530933159,2.790001823768393e-06,2.2239054834595376e-05,1,0.9249618102346749,2.6162809457354466
Leptotrichia_hofstadii,0.4273553138978077,0.0028584643692628696,0.0025670267089062415,-1,0.9300008847860473,-0.15508472139006435
Buttiauxella_agrestis,,0.0,0.0,0,,0.0
Acetivibrio_ethanolgignens,,0.0,0.0,0,,0.0
Simonsiella_muelleri,0.5348677310250022,0.00015257895393039643,5.2783460497727826e-05,-1,0.9375964805478633,-1.5137460381585088
Eikenella_corrodens,0.3846730627355087,0.0006929374488163541,0.0011350049331070376,1,0.9300008847860473,0.711091569817983
Sphingobacterium_hotanense,,0.0,2.3427997864735202e-05,1,,4.610463719074399
Lonepinella_koalarum,,0.0,0.0,0,,0.0
Prevotella_enoeca,0.7845857603861759,6.547876390566229e-05,0.00017920831193332925,1,1.0,1.4387000933386682
Enterococcus_italicus,,0.0,0.0,0,,0.0
Cupriavidus_gilardii,,0.0,0.0,0,,0.0
Streptococcus_sobrinus,,0.0,0.0,0,,0.0
Bavariicoccus_seileri,,0.0,0.0,0,,0.0
Olsenella_umbonata,,0.0,0.0,0,,0.0
Perlucidibaca_piscinae,,0.0,0.0,0,,0.0
Prevotella_baroniae,0.9095864090443472,0.0007026967499917323,0.0006518368758635673,-1,1.0,-0.10823129891124442
Myroides_marinus,,4.2999977534141425e-06,0.0,-1,,-2.4059917481401834
Bacteroides_acidifaciens,0.6156417277942268,2.2720002959458703e-05,2.6890000530545848e-05,1,0.9408951747733857,0.2336437719265683
Streptococcus_suis,,0.0,0.0,0,,0.0
Butyrivibrio_hungatei,0.4923757251323919,8.425284144187664e-05,0.0001740419943053611,1,0.9300008847860473,1.0378812559106236
Ralstonia_solanacearum,,0.0,0.0,0,,0.0
Finegoldia_magna,,0.0,0.0,0,,0.0
Atopobacter_phocae,,0.0,0.0,0,,0.0
Lactobacillus_gastricus,,0.0,0.0,0,,0.0
Acinetobacter_junii,1.0,4.489996630083315e-06,1.7299979993673419e-06,-1,1.0,-1.0079053697723748
Lactobacillus_ingluviei,,0.0,0.0,0,,0.0
Ornatilinea_apprima,,0.0,0.0,0,,0.0
Howardella_ureilytica,0.10116105881500473,1.5230000449623869e-05,1.9199997663154847e-06,-1,0.8739754990351924,-2.4746228810926705
Saccharofermentans_acetigenes,1.0,2.790001823768393e-06,3.829999533848077e-06,1,1.0,0.34982450719515107
Nocardioides_fulvus,,0.0,0.0,0,,0.0
Chryseobacterium_kwangjuense,0.8711511457711205,4.559999401364425e-06,4.060001048475211e-06,-1,1.0,-0.13594704375800962
Leptotrichia_hongkongensis,0.16197241048012612,0.0008183847929318481,0.0014023746729642894,1,0.8739754990351924,0.7762872080835564
Treponema_amylovorum,0.21212191786139534,0.0016269184484984257,0.0008244811796239305,-1,0.8739754990351924,-0.9797212005660871
Staphylococcus_aureus,,0.0,0.0,0,,0.0
Enterobacter_cloacae,,0.0,0.0,0,,0.0
Campylobacter_fetus,,0.0,0.0,0,,0.0
Agromyces_rhizospherae,,0.0,0.0,0,,0.0
Corynebacterium_jeikeium,,0.0,0.0,0,,0.0
Lactobacillus_rhamnosus,,0.0,0.0,0,,0.0
Streptococcus_agalactiae,0.5842485531772132,8.009999441918234e-06,2.800002766084091e-06,-1,0.9375964805478633,-1.2455265479600077
Brevundimonas_kwangchunensis,,0.0,1.5600010310826822e-06,1,,1.3561443912946398
Desulfomicrobium_orale,1.0,5.380003142165006e-06,2.36614412459657e-05,1,1.0,1.9506280755027559
Scardovia_inopinata,,0.0,0.0,0,,0.0
Massilia_timonae,,0.0,0.0,0,,0.0
Gemmata_obscuriglobus,,0.0,0.0,0,,0.0
Pantoea_endophytica,,0.0,0.0,0,,0.0
Prevotella_salivae,0.6231762238821174,0.00913299818130207,0.011411889255468993,1,0.9408951747733857,0.3213456589801566
Corynebacterium_kroppenstedtii,,0.0,6.760000750230298e-06,1,,2.956056791890944
Gemella_cuniculi,,0.0,0.0,0,,0.0
Aggregatibacter_aphrophilus,0.7337299956962472,0.005701381135368427,0.006873017990287776,1,0.9686681716580997,0.26958915820130286
Sneathia_sanguinegens,0.6704052955096476,8.97999326016663e-06,4.940001406197832e-06,-1,0.9408951747733857,-0.7485755687007355
Lactobacillus_panis,,0.0,0.0,0,,0.0
Alysiella_crassa,,0.0,0.0,0,,0.0
Deinococcus_geothermalis,,0.0,0.0,0,,0.0
Bacteroides_nordii,,0.0,0.0,0,,0.0
Acidaminococcus_fermentans,0.6704052955096476,6.190001876970919e-06,4.0250699491059194e-05,1,0.9408951747733857,2.5203545310517823
Bacteriovorax_stolpii,,0.0,0.0,0,,0.0
Acholeplasma_palmae,,5.380003142165006e-06,0.0,-1,,-2.673557134520671
Thermus_brockianus,,0.0,0.0,0,,0.0
Ceratophyllum_demersum,,0.0,0.0,0,,0.0
Selenomonas_ruminantium,0.5842485531772132,2.410000524657354e-06,4.2999976548015164e-06,1,0.9375964805478633,0.6362197600768928
Clostridium_aminovalericum,,0.0,0.0,0,,0.0
Paracoccus_aminophilus,,0.0,0.0,0,,0.0
Corynebacterium_sputi,,1.9500021032459446e-06,0.0,-1,,-1.5607159830647883
Pleomorphomonas_koreensis,,0.0,0.0,0,,0.0
Pantoea_stewartii,,0.0,0.0,0,,0.0
Lactobacillus_plantarum,,0.0,0.0,0,,0.0
Streptococcus_mutans,0.6704052955096476,3.0737438712448945e-05,2.094360534578389e-05,-1,0.9408951747733857,-0.5323851231529472
Treponema_medium,0.08897301170181328,0.003891488139159562,0.0018858643271391896,-1,0.8739754990351924,-1.044701951959532
Curvibacter_fontanus,,0.0,0.0,0,,0.0
Moraxella_osloensis,,0.0,0.0,0,,0.0
Actinomyces_lingnae,0.12122450301291662,0.0014095844436114557,0.002260634204743311,1,0.8739754990351924,0.6810725732333279
Flavonifractor_plautii,,0.0,0.0,0,,0.0
Actinomyces_massiliensis,0.2322841305781137,0.00021446132647749282,2.3383069466861184e-05,-1,0.8739754990351924,-3.1434772843332586
Aggregatibacter_segnis,0.9698499769931556,0.015901805892047902,0.015105739554580725,-1,1.0,-0.07408901591351877
Prevotella_pleuritidis,0.23124249716061973,0.0008704000430192584,0.002882671544813511,1,0.8739754990351924,1.7264997588824313
Macrococcus_caseolyticus,,0.0,0.0,0,,0.0
Prevotella_ruminicola,0.514940185830185,7.64129120965689e-05,0.00026094043486195437,1,0.9300008847860473,1.7585926547929367
Leuconostoc_lactis,,0.0,0.0,0,,0.0
Bacteroides_vulgatus,,0.0,0.0,0,,0.0
Peptoniphilus_indolicus,,1.3656153159342443e-05,0.0,-1,,-3.873434579927028
Propionibacterium_acnes,,0.0,9.149993857002765e-06,1,,3.3434069491476337
Moryella_indoligenes,1.0,5.200002348425747e-06,4.360003797166773e-06,-1,1.0,-0.2100347392347699
Chryseobacterium_stagni,,0.0,0.0,0,,0.0
Prevotella_paludivivens,0.21428947867143555,1.596999882719096e-05,2.0281235350827742e-05,1,0.8739754990351924,0.3265954348551931
Fusobacterium_nucleatum,0.9097218891455553,0.023111258651584667,0.020954461546815954,-1,1.0,-0.14133195708134458
Klebsiella_alba,,0.0,0.0,0,,0.0
Altererythrobacter_dongtanensis,,0.0,0.0,0,,0.0
Prevotella_nanceiensis,0.5707503880581739,0.008921092969953838,0.008031444366216323,-1,0.9375964805478633,-0.1515430979217793
Agrobacterium_tumefaciens,1.0,2.2899976704790305e-06,4.0399954825202745e-06,1,1.0,0.6153358781565466
Corynebacterium_durum,0.04515456962427901,0.0013136812041738273,0.0036015583809448823,1,0.8739754990351924,1.454308805913913
Peptococcus_niger,0.3074894566186813,0.00107143658579885,0.000746847341801829,-1,0.9259233075708606,-0.5200766346004956
Fusobacterium_periodonticum,0.4273553138978077,0.060591143113814784,0.02600724900459945,-1,0.9300008847860473,-1.2201614602103397
Rahnella_aquatilis,,0.0,0.0,0,,0.0
Herbaspirillum_seropedicae,,0.0,0.0,0,,0.0
Thermobaculum_terrenum,,0.0,0.0,0,,0.0
Klebsiella_granulomatis,,0.0,0.0,0,,0.0
Wolinella_succinogenes,0.14971082418939283,3.2048095739384975e-05,8.069990976222431e-06,-1,0.8739754990351924,-1.8653941242359304
Corynebacterium_afermentans,,0.0,0.0,0,,0.0
Prevotella_loescheii,0.24132159301718004,0.001405134362896621,0.0024370875882140457,1,0.8739754990351924,0.794015498217197
Actinomyces_gerencseriae,0.6490364230072798,5.776873855971148e-05,1.9110001333026407e-05,-1,0.9408951747733857,-1.5471357546883913
Yersinia_rohdei,,0.0,0.0,0,,0.0
Prevotella_oralis,0.9053711701409971,7.419487364812374e-05,6.964442803542244e-05,-1,1.0,-0.09005853582874149
Acinetobacter_soli,,0.0,0.0,0,,0.0
Porphyromonas_asaccharolytica,,0.0,0.0,0,,0.0
Piscicoccus_intestinalis,,0.0,0.0,0,,0.0
Streptococcus_pneumoniae,0.5205228832757727,0.0011080871708668348,0.0012561840688023363,1,0.9300008847860473,0.18082313396540076
Nocardioides_ginsengagri,,0.0,4.690003099857552e-06,1,,2.508429438498096
Stenotrophomonas_maltophilia,,0.0,0.0,0,,0.0
Butyrivibrio_fibrisolvens,0.4562028338837304,4.969999152854448e-06,2.9141037297669003e-05,1,0.9300008847860473,2.3359264359628846
Lactococcus_lactis,,0.0,0.0,0,,0.0
Bacteroides_thetaiotaomicron,,0.0,0.0,0,,0.0
Prevotella_denticola,0.9097218891455553,0.002964285022749845,0.006180616996739661,1,1.0,1.0598134867846503
Tetracoccus_cechii,,0.0,0.0,0,,0.0
Acinetobacter_baumannii,1.0,2.790001823768393e-06,7.259994763700465e-06,1,1.0,1.1239423244413562
Porphyromonas_gulae,0.8085426673079654,0.00013323301170476914,1.4409999843373843e-05,-1,1.0,-3.122800762500081
Anaerococcus_lactolyticus,,0.0,0.0,0,,0.0
Mycoplasma_lipophilum,,0.0,0.0,0,,0.0
Neisseria_subflava,0.10410988966022681,0.01664282662754195,0.006331093904919663,-1,0.8739754990351924,-1.3942326096577045
Kocuria_rhizophila,,0.0,3.4599959987346838e-06,1,,2.157042415838805
Lactococcus_garvieae,,0.0,0.0,0,,0.0
Lactobacillus_helveticus,,0.0,1.6339999584241938e-05,1,,4.11603195885587
Pectinatus_brassicae,,0.0,2.1400012821597267e-06,1,,1.6507651482140684
Flavobacterium_limicola,,0.0,0.0,0,,0.0
Streptococcus_constellatus,0.3277922976814811,1.5270007463459397e-05,8.640000150464993e-06,-1,0.9300008847860473,-0.7551098387248566
Veillonella_atypica,0.47267559351158717,0.007453039109254522,0.012587137569129042,1,0.9300008847860473,0.7559705566739052
Buchnera_aphidicola,,0.0,0.0,0,,0.0
Mesorhizobium_amorphae,,0.0,0.0,0,,0.0
Brooklawnia_cerclae,1.0,4.569995351130641e-06,5.179994009666375e-06,1,1.0,0.14992931625739392
Sphaerotilus_natans,,0.0,0.0,0,,0.0
Selenomonas_dianae,0.018660759324487613,0.0006293822190353037,0.00018545816389976092,-1,0.8739754990351924,-1.7573748762135228
Bergeyella_zoohelcum,0.5842485531772132,7.790003666822361e-06,3.829999533848077e-06,-1,0.9375964805478633,-0.8638407173769452
Butyricicoccus_pullicaecorum,,0.0,0.0,0,,0.0
Treponema_succinifaciens,0.07887745278298923,0.0009620529577488443,0.0002502604538389161,-1,0.8739754990351924,-1.9384315115357302
Bordetella_ansorpii,,0.0,0.0,0,,0.0
Enterococcus_cecorum,,0.0,0.0,0,,0.0
Citrobacter_freundii,,0.0,0.0,0,,0.0
Chryseobacterium_jejuense,,0.0,1.405679872084112e-05,1,,3.9123431610122905
Dialister_pneumosintes,0.21160560249578764,0.0010621536455978073,0.0005324232353163687,-1,0.8739754990351924,-0.9949975348244585
Bacillus_amyloliquefaciens,,0.0,0.0,0,,0.0
Blastococcus_aggregatus,,0.0,0.0,0,,0.0
Nocardioides_alpinus,,0.0,0.0,0,,0.0
Moraxella_bovoculi,0.12358420113551419,0.00037621327026921974,4.0399954825202745e-06,-1,0.8739754990351924,-6.225814179733466
Methanomassiliicoccus_luminyensis,,0.0,0.0,0,,0.0
Comamonas_aquatica,,0.0,0.0,0,,0.0
Yersinia_pseudotuberculosis,,0.0,0.0,0,,0.0
Pseudoxanthomonas_spadix,,0.0,0.0,0,,0.0
Dialister_micraerophilus,,0.0,0.0,0,,0.0
Neisseria_macacae,0.8711511457711205,5.320001471825516e-06,1.2919994711509065e-05,1,1.0,1.1391618635821101
Lactobacillus_salivarius,0.12358420113551419,5.590003654073589e-06,0.00010761237565163427,1,0.8739754990351924,4.042765422515655
Treponema_putidum,0.7562217044097798,3.932867078407995e-05,6.886349118219242e-05,1,0.9886215452771754,0.7927328822339598
Prevotella_multisaccharivorax,0.6490364230072798,7.331406934877521e-05,0.00025202188780787177,1,0.9408951747733857,1.76755491468374
Weissella_confusa,,0.0,0.0,0,,0.0
Actinomyces_graevenitzii,0.24132159301718004,0.005123709354855692,0.013693289104878017,1,0.8739754990351924,1.4180322847237468
Lactobacillus_pontis,,0.0,1.8799994002346948e-06,1,,1.5260685112236567
Veillonella_montpellierensis,,1.9500021032459446e-06,0.0,-1,,-1.5607159830647883
Neisseria_shayeganii,0.3529711643543677,5.3936651773017115e-05,4.016986050195693e-05,-1,0.9300008847860473,-0.41618042477658446
Prevotella_micans,0.09312526876605122,0.0002901549181444728,0.00032075652930418566,1,0.8739754990351924,0.14418243613717857
Bacillus_cereus,,0.0,0.0,0,,0.0
Rhizobium_cellulosilyticum,,0.0,0.0,0,,0.0
Microlunatus_phosphovorus,,0.0,0.0,0,,0.0
Haemophilus_haemolyticus,0.7912601064031788,0.0014807477466339096,0.0019154701510706157,1,1.0,0.37115166487786727
Shuttleworthia_satelles,1.0,0.00033387878332509236,0.0005901630816563016,1,1.0,0.8199172003363026
Moraxella_boevrei,1.0,4.820001049314708e-06,4.0399954825202745e-06,-1,1.0,-0.20759697264320892
Campylobacter_concisus,0.5707503880581739,0.005677589462524344,0.004598915934957434,-1,0.9375964805478633,-0.3039251192530971
Neisseria_sicca,0.4282580450167388,0.00022701861823736224,2.0809995293832353e-05,-1,0.9300008847860473,-3.3860902647357793
Fusobacterium_equinum,,0.0,0.0,0,,0.0
Porphyromonas_canoris,,0.0,0.0,0,,0.0
Megasphaera_micronuciformis,0.6231762238821174,0.01869501744800835,0.024166565381656582,1,0.9408951747733857,0.37034115902461306
Corynebacterium_accolens,,0.0,0.0,0,,0.0
Aquabacterium_citratiphilum,,0.0,6.2500041309402335e-06,1,,2.8579818171531297
Mycoplasma_spermatophilum,,0.0,0.0,0,,0.0
Mycoplasma_hyosynoviae,,0.0,0.0,0,,0.0
Morganella_morganii,,0.0,0.0,0,,0.0
Treponema_stenostrepta,,0.0,0.0,0,,0.0
Thermomonas_haemolytica,,0.0,0.0,0,,0.0
Corynebacterium_diphtheriae,,0.0,0.0,0,,0.0
Centipeda_periodontii,0.1398679114797594,0.0006279342257690872,0.00015657475712408707,-1,0.8739754990351924,-1.9968727082282247
Oribacterium_sinus,0.6231762238821174,0.009093611364869109,0.011198275736501156,1,0.9408951747733857,0.300321540998847
Rothia_amarae,,0.0,0.0,0,,0.0
Dioscorea_elephantipes,,0.0,0.0,0,,0.0
Anaeroglobus_geminatus,0.12122450301291662,0.0008086029314080302,0.0027248811748029162,1,0.8739754990351924,1.7514362554400364
Granulicatella_elegans,0.4055023001299908,0.005666873809046496,0.008163810459830828,1,0.9300008847860473,0.5266117569618893
Psychrobacter_celer,,0.0,0.0,0,,0.0
Mobiluncus_curtisii,0.45150957147227055,0.00011267835533745458,0.00015196828871012947,1,0.9300008847860473,0.4282750167559278
Bacteroides_zoogleoformans,0.20833320187793047,2.4019993397963866e-05,5.920004828249456e-06,-1,0.8739754990351924,-1.8542364592421277
Illicium_oligandrum,,0.0,0.0,0,,0.0
Leptotrichia_shahii,0.3074894566186813,0.0037692575908664545,0.002804892659045909,-1,0.9259233075708606,-0.42620327548664766
Acholeplasma_cavigenitalium,,2.690001571082503e-06,0.0,-1,,-1.883621430538369
Desulfovibrio_desulfuricans,,0.0,0.0,0,,0.0
